game,subject_mark,winner,subject_result,reason,attempts,moves,subject_decisions,subject_legal,subject_illegal,subject_optimal_legal,opponent_decisions,opponent_legal,opponent_illegal,opponent_optimal_legal
439,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
440,O,O,W,normal,7,6,4,3,1,3,3,3,0,2
441,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
442,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
443,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
444,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
445,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
446,O,DRAW,D,normal,10,9,5,4,1,4,5,5,0,5
447,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
448,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
449,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
450,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
451,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
452,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
453,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,1
454,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
455,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
456,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
457,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
458,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
459,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,2
460,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
461,X,X,W,normal,7,7,4,4,0,3,3,3,0,2
462,O,X,L,normal,9,9,4,4,0,3,5,5,0,4
463,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
464,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
465,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
466,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
467,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
468,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
469,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
470,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
471,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
472,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
473,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
474,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
475,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
476,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
477,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
478,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
479,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
480,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
481,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,2
482,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
483,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
484,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
485,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
486,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
487,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
488,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
489,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
490,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
491,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
492,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
493,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
494,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
495,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
496,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
497,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
498,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
499,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
500,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
501,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
502,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
503,X,X,W,normal,9,9,5,5,0,2,4,4,0,1
504,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
505,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
506,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
507,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
508,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
509,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
510,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
511,X,X,W,normal,9,9,5,5,0,2,4,4,0,1
512,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
513,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
514,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
515,X,DRAW,D,normal,9,9,5,5,0,5,4,4,0,4
516,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
517,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
518,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
519,X,O,L,normal,8,8,4,4,0,1,4,4,0,2
520,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
521,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
522,O,X,L,normal,7,7,3,3,0,2,4,4,0,3
523,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
524,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
525,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
526,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
527,X,O,L,normal,6,6,3,3,0,1,3,3,0,2
528,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
529,X,O,L,normal,8,8,4,4,0,1,4,4,0,2
530,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
531,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
532,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
533,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
534,O,DRAW,D,normal,11,9,6,4,2,3,5,5,0,4
535,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
536,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
537,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
538,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
539,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
540,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
541,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
542,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
543,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
544,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
545,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
546,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
547,X,DRAW,D,normal,9,9,5,5,0,5,4,4,0,4
548,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
549,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
550,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
551,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
552,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
553,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
554,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
555,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
556,O,DRAW,D,normal,10,9,5,4,1,2,5,5,0,3
557,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
558,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
559,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
560,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
561,X,X,W,normal,7,7,4,4,0,3,3,3,0,2
562,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
563,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
564,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
565,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
566,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
567,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
568,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
569,X,O,L,normal,6,6,3,3,0,2,3,3,0,2
570,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
571,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
572,O,X,L,normal,7,7,3,3,0,2,4,4,0,3
573,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
574,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
575,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
576,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
577,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
578,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
579,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
580,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
581,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
582,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
583,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
584,O,X,L,normal,10,9,5,4,1,2,5,5,0,3
585,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
586,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
587,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
588,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
589,X,O,L,normal,8,8,4,4,0,1,4,4,0,2
590,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
591,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
592,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
593,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
594,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
595,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
596,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
597,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
598,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
599,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
600,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
601,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
602,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
603,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
604,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
605,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
606,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
607,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
608,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
609,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
610,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
611,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
612,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
613,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
614,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
615,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
616,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
617,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
618,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
619,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
620,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
621,X,X,W,normal,9,9,5,5,0,3,4,4,0,2
622,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
623,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
624,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
625,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
626,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
627,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
628,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
629,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
630,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
631,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
632,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
633,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
634,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
635,X,X,W,normal,9,9,5,5,0,4,4,4,0,1
636,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
637,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
638,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
639,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
640,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
641,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
642,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
643,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
644,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
645,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
646,O,X,L,normal,10,9,5,4,1,3,5,5,0,5
647,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
648,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
649,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
650,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
651,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
652,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
653,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
654,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
655,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
656,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
657,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
658,O,X,L,normal,9,9,4,4,0,1,5,5,0,4
659,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
660,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
661,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
662,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
663,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
664,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
665,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
666,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
667,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
668,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
669,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
670,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
671,X,X,W,normal,10,9,6,5,1,3,4,4,0,1
672,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
673,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
674,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
675,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
676,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
677,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
678,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
679,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
680,O,DRAW,D,normal,9,9,4,4,0,4,5,5,0,5
681,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
682,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
683,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
684,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
685,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
686,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
687,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
688,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
689,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
690,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
691,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
692,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
693,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
694,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
695,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
696,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
697,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
698,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
699,X,O,L,normal,8,8,4,4,0,1,4,4,0,2
700,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
701,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
702,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
703,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
704,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
705,X,O,L,normal,6,6,3,3,0,2,3,3,0,2
706,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
707,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
708,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
709,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
710,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
711,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
712,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
713,X,O,L,normal,6,6,3,3,0,2,3,3,0,2
714,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
715,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
716,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
717,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
718,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
719,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
720,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
721,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
722,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
723,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
724,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
725,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
726,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
727,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,2
728,O,X,L,normal,8,7,4,3,1,2,4,4,0,4
729,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
730,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
731,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
732,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
733,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
734,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
735,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
736,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
737,X,O,L,normal,8,8,4,4,0,1,4,4,0,2
738,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
739,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
740,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
741,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
742,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
743,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
744,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
745,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
746,O,DRAW,D,normal,9,9,4,4,0,4,5,5,0,5
747,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
748,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
749,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
750,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
751,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
752,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
753,X,X,W,normal,9,9,5,5,0,3,4,4,0,2
754,O,O,W,normal,9,8,5,4,1,4,4,4,0,3
755,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
756,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
757,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
758,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
759,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
760,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,4
761,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
762,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
763,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
764,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
765,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,2
766,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
767,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
768,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
769,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
770,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
771,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
772,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
773,X,O,L,normal,6,6,3,3,0,1,3,3,0,2
774,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
775,X,X,W,normal,9,9,5,5,0,3,4,4,0,2
776,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
777,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
778,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
779,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
780,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
781,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,2
782,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
783,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
784,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
785,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
786,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
787,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
788,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
789,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
790,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
791,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
792,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
793,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
794,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
795,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
796,O,X,L,normal,9,9,4,4,0,3,5,5,0,4
797,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
798,O,O,W,normal,10,8,6,4,2,2,4,4,0,2
799,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
800,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
801,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
802,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
803,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
804,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
805,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
806,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
807,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
808,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
809,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
810,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
811,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
812,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
813,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
814,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
815,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
816,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
817,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
818,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
819,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
820,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
821,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
822,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
823,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
824,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
825,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
826,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
827,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
828,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
829,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
830,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
831,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
832,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
833,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
834,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
835,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
836,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
837,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
838,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
839,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
840,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
841,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
842,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
843,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
844,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
845,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
846,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
847,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
848,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
849,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
850,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
851,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
852,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
853,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
854,O,X,L,normal,13,9,8,4,4,2,5,5,0,4
855,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
856,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
857,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
858,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
859,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
860,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
861,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
862,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
863,X,O,L,normal,6,6,3,3,0,2,3,3,0,2
864,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
865,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
866,O,DRAW,D,normal,9,9,4,4,0,4,5,5,0,5
867,X,X,W,normal,7,7,4,4,0,2,3,3,0,0
868,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
869,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
870,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
871,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
872,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
873,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
874,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
875,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
876,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
877,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
878,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
879,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
880,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
